Group	Mean	Sd	Sem	N	Variable	pval	Stars	Motion
Freq	promE-GFP
n=104	10986.5288461538	3320.82554643261	325.633735817256	104	Freq	0.000549942478770328		1
Freq1	promE-fru-IR-v330035
n=104	9716.42307692308	1552.66659248644	152.251485638307	104	Freq	0.000549942478770328	***	1
Freq2	promE-GFP
n=104	2682.05769230769	2062.61222737643	202.255769160914	104	Freq	1.22356892668911e-09		2
Freq11	promE-fru-IR-v330035
n=104	4160.55769230769	1087.64073368522	106.651948554602	104	Freq	1.22356892668911e-09	****	2
Freq3	promE-GFP
n=104	1190.43269230769	1307.58836612732	128.219588358271	104	Freq	0.0501803121921025		3
Freq12	promE-fru-IR-v330035
n=104	915.932692307692	545.621143577569	53.5025549640546	104	Freq	0.0501803121921025		3
Freq4	promE-GFP
n=104	29.9807692307692	38.4508211356335	3.77041321700502	104	Freq	2.42999791130222e-18		4
Freq13	promE-fru-IR-v330035
n=104	96.3653846153846	57.6661058249617	5.65462690143051	104	Freq	2.42999791130222e-18	****	4
